"","ObservationId","Selected"
"8590",8590,-1.47402090533433e-13
"8591",8591,-1.47366563396645e-13
"8592",8592,-1.38058453558187e-13
"8593",8593,-1.37951872147823e-13
"8594",8594,-1.48752121731377e-13
"8595",8595,-7.00950408827339e-14
"8596",8596,-1.12230225113308e-13
"8597",8597,-1.03099750958791e-13
"8598",8598,-1.0150102980333e-13
"8599",8599,-9.46798195400333e-14
"8600",8600,-1.61541890975059e-13
"8601",8601,-1.389111048411e-13
"8602",8602,-1.39870337534376e-13
"8603",8603,-1.50564005707565e-13
"8604",8604,-1.70885527950304e-13
"8605",8605,-1.04449782156735e-14
"8606",8606,1.35999999999999
"8607",8607,-1.21147536447097e-14
"8608",8608,-1.42001965741656e-13
"8609",8609,-1.5919709994705e-13
"8610",8610,-1.40971678774804e-13
"8611",8611,-1.50279788613261e-13
"8612",8612,-5.96855898038484e-14
"8613",8613,1.59999999999992
"8614",8614,-8.73967564984923e-14
"8615",8615,-6.99884594723699e-14
"8616",8616,-7.97939492258593e-14
"8617",8617,-7.32214289200783e-14
"8618",8618,-1.28324018078274e-13
"8619",8619,-7.105427357601e-14
"8620",8620,-7.26885218682583e-14
"8621",8621,-6.33093577562249e-14
"8622",8622,-1.04485309293523e-13
"8623",8623,-2.75690581474919e-14
"8624",8624,-1.31450406115619e-14
"8625",8625,1.49999999999999
"8626",8626,-6.79989398122416e-14
"8627",8627,-1.46549439250521e-13
"8628",8628,-1.20792265079217e-13
"8629",8629,-1.42392764246324e-13
"8630",8630,-1.08606457160931e-13
"8631",8631,-8.87112605596485e-14
"8632",8632,-6.07869310442766e-14
"8633",8633,-1.51381129853689e-13
"8634",8634,-1.35926825350907e-13
"8635",8635,-1.40438771722984e-13
"8636",8636,-1.36601840949879e-13
"8637",8637,-1.17950094136177e-14
"8638",8638,-2.69295696853078e-14
"8639",8639,-1.5422330079673e-13
"8640",8640,-1.27613475342514e-13
"8641",8641,-1.48006051858829e-13
"8642",8642,-1.40296663175832e-13
"8643",8643,-7.62412355470588e-14
"8644",8644,-2.59703369920317e-14
"8645",8645,-7.31859017832903e-14
"8646",8646,-1.31805677483499e-13
"8647",8647,-2.76045852842799e-14
"8648",8648,-4.77839989798667e-14
"8649",8649,-1.20223830890609e-13
"8650",8650,-1.22248877687525e-13
"8651",8651,-1.06581410364015e-13
"8652",8652,-1.13331566353736e-13
"8653",8653,-9.47864009503974e-14
"8654",8654,-1.23243637517589e-13
"8655",8655,-1.07149844552623e-13
"8656",8656,-1.14113163363072e-13
"8657",8657,-1.18660636871937e-13
"8658",8658,-1.04805053524615e-13
"8659",8659,-1.05693231944315e-13
"8660",8660,-1.30668809106282e-13
"8661",8661,-9.66338120633736e-14
"8662",8662,-1.19833032385941e-13
"8663",8663,-1.2892797940367e-13
"8664",8664,-1.33368871502171e-13
"8665",8665,-1.20508047984913e-13
"8666",8666,-1.19584342428425e-13
"8667",8667,-1.38236089242127e-13
"8668",8668,-1.41504585826624e-13
"8669",8669,-1.38626887746796e-13
"8670",8670,-1.20010668069881e-13
"8671",8671,-1.37561073643155e-13
"8672",8672,-1.66551217262167e-13
"8673",8673,-1.23456800338317e-13
"8674",8674,-1.39550593303284e-13
"8675",8675,-1.65023550380283e-13
"8676",8676,-1.49888990108593e-13
"8677",8677,-1.52091672589449e-13
"8678",8678,-1.56958890329406e-13
"8679",8679,-1.46620493524097e-13
"8680",8680,-1.41433531553048e-13
"8681",8681,-1.424638185199e-13
"8682",8682,-1.41184841595532e-13
"8683",8683,-1.47686307627737e-13
"8684",8684,-1.39053213388252e-13
"8685",8685,-1.40616407406924e-13
"8686",8686,-1.62465596531547e-13
"8687",8687,-1.48503431773861e-13
"8688",8688,-1.49036338825681e-13
"8689",8689,-1.4530598946294e-13
"8690",8690,-1.34399158469023e-13
"8691",8691,-1.4210854715202e-13
"8692",8692,-1.58522084348078e-13
"8693",8693,-1.58806301442382e-13
"8694",8694,-1.50919277075445e-13
"8695",8695,-1.77777792487177e-13
"8696",8696,-1.74260605945165e-13
"8697",8697,-1.67723612776172e-13
"8698",8698,-1.70281566624908e-13
"8699",8699,-1.59623425588507e-13
"8700",8700,-1.37063693728123e-13
"8701",8701,-1.66728852946108e-13
"8702",8702,-1.59303681357414e-13
"8703",8703,-1.61186619607179e-13
"8704",8704,-1.50102152929321e-13
"8705",8705,-1.50279788613261e-13
"8706",8706,-1.17204024263629e-13
"8707",8707,-1.46087586472277e-13
"8708",8708,-1.58948409989534e-13
"8709",8709,-1.73656644619768e-13
"8710",8710,-1.64916968969919e-13
"8711",8711,-1.75255365775229e-13
"8712",8712,-1.57314161697286e-13
"8713",8713,-1.47650780490949e-13
"8714",8714,-1.57100998876558e-13
"8715",8715,-1.39550593303284e-13
"8716",8716,-1.61435309564695e-13
"8717",8717,-1.58557611484866e-13
"8718",8718,-1.67865721323324e-13
"8719",8719,-1.60191859777115e-13
"8720",8720,-1.50670587117929e-13
"8721",8721,-1.37418965096003e-13
"8722",8722,-1.62749813625851e-13
"8723",8723,-1.61897162342939e-13
"8724",8724,-1.42215128562384e-13
"8725",8725,-1.41895384331292e-13
"8726",8726,-1.22319931961101e-13
"8727",8727,-1.40225608902256e-13
"8728",8728,-1.32516220219259e-13
"8729",8729,-1.34434685605811e-13
"8730",8730,-1.33901778553991e-13
"8731",8731,-1.33866251417203e-13
"8732",8732,-1.3944401189292e-13
"8733",8733,-1.40794043090864e-13
"8734",8734,-1.47473144807009e-13
"8735",8735,-1.48112633269193e-13
"8736",8736,-1.40971678774804e-13
"8737",8737,-1.53193013829878e-13
"8738",8738,-1.48538958910649e-13
"8739",8739,-1.65627511705679e-13
"8740",8740,-1.65734093116043e-13
"8741",8741,-1.59161572810262e-13
"8742",8742,-1.5848655721129e-13
"8743",8743,-1.55502277721098e-13
"8744",8744,-1.47046819165553e-13
"8745",8745,-1.68505209785508e-13
"8746",8746,-8.96349661161366e-14
"8747",8747,-1.07434061646927e-13
"8748",8748,-9.60298507379775e-14
"8749",8749,-9.65982849265856e-14
"8750",8750,-9.97602001007181e-14
"8751",8751,-1.04805053524615e-13
"8752",8752,-8.72901750881283e-14
"8753",8753,-1.58735247168806e-13
"8754",8754,-1.63957736276643e-13
"8755",8755,-1.62714286489063e-13
"8756",8756,1.78999999999983
"8757",8757,-1.33404398638959e-13
"8758",8758,-7.14805992174661e-14
"8759",8759,-1.63780100592703e-13
"8760",8760,-1.66302527304651e-13
"8761",8761,-1.71347380728548e-13
"8762",8762,-1.63424829224823e-13
"8763",8763,-1.56852308919042e-13
"8764",8764,-1.5759837879159e-13
"8765",8765,-1.28999033677246e-13
"8766",8766,-1.30491173422342e-13
"8767",8767,-1.42499345656688e-13
"8768",8768,-1.57029944602982e-13
"8769",8769,-8.28848101264157e-14
"8770",8770,-1.33582034322899e-14
"8771",8771,-2.71782596428238e-14
"8772",8772,-1.12976294985856e-13
"8773",8773,-1.47792889038101e-13
"8774",8774,-9.37205868467572e-14
"8775",8775,-1.1485923323562e-13
"8776",8776,-1.22639676192193e-13
"8777",8777,-1.57633905928378e-13
"8778",8778,2.49999999999984
"8779",8779,-1.61790580932575e-13
"8780",8780,-1.66657798672531e-13
"8781",8781,-1.52837742461998e-13
"8782",8782,-1.25233157177718e-13
"8783",8783,-1.17879039862601e-13
"8784",8784,-1.2626344414457e-13
"8785",8785,-1.34683375563327e-13
"8786",8786,-1.22568621918617e-13
"8787",8787,-1.36388678129151e-13
"8788",8788,-9.08784159037168e-14
"8789",8789,-9.2192919964873e-14
"8790",8790,-1.04698472114251e-13
"8791",8791,-1.04556363567099e-13
"8792",8792,-1.04876107798191e-13
"8793",8793,-1.07114317415835e-13
"8794",8794,-6.01829697188805e-14
"8795",8795,-5.92592641623924e-14
"8796",8796,-8.70059579938243e-14
"8797",8797,-8.57269810694561e-14
"8798",8798,-8.76099193192204e-14
"8799",8799,-9.39337496674852e-14
"8800",8800,-1.41788802920928e-13
"8801",8801,-8.5407236838364e-14
"8802",8802,2.39999999999991
"8803",8803,-1.72946101884008e-13
"8804",8804,-1.74331660218741e-13
"8805",8805,-1.59339208494202e-13
"8806",8806,-1.74189551671589e-13
"8807",8807,-1.55182533490006e-13
"8808",8808,-1.05870867628255e-13
"8809",8809,-1.50741641391505e-13
"8810",8810,-1.60262914050691e-13
"8811",8811,-1.68789426879812e-13
"8812",8812,-1.63744573455915e-13
"8813",8813,3.29999999999993
"8814",8814,-1.45661260830821e-13
"8815",8815,-1.34399158469023e-13
"8816",8816,-1.20756737942429e-13
"8817",8817,-1.66942015766836e-13
"8818",8818,-2.79953837889479e-14
"8819",8819,-1.60227386913903e-13
"8820",8820,-2.68940425485198e-14
"8821",8821,-1.60298441187479e-13
"8822",8822,-1.31983313167439e-13
"8823",8823,-6.46949160909571e-14
"8824",8824,1.19999999999984
"8825",8825,-1.59801061272447e-13
"8826",8826,-1.47721834764525e-13
"8827",8827,-1.39159794798616e-13
"8828",8828,-1.06794573184743e-13
"8829",8829,-6.50501874588372e-14
"8830",8830,-8.20321588435036e-14
"8831",8831,-1.04485309293523e-13
"8832",8832,1.19999999999989
"8833",8833,-1.22355459097889e-13
"8834",8834,-1.38662414883584e-13
"8835",8835,-1.41469058689836e-13
"8836",8836,-1.34541267016175e-13
"8837",8837,-1.32232003124955e-13
"8838",8838,-1.28821397993306e-13
"8839",8839,-1.4139800441626e-13
"8840",8840,-1.59587898451719e-13
"8841",8841,-1.5777601447553e-13
"8842",8842,-1.45767842241185e-13
"8843",8843,-1.55928603362554e-13
"8844",8844,-1.32551747356047e-13
"8845",8845,-1.1468159755168e-13
"8846",8846,-1.23598908885469e-13
"8847",8847,-1.29922739233734e-13
"8848",8848,-1.33510980049323e-13
"8849",8849,-1.31699096073135e-13
"8850",8850,-1.22888366149709e-13
"8851",8851,-1.15996101612836e-13
"8852",8852,-1.35678135393391e-13
"8853",8853,-1.44346756769664e-13
"8854",8854,-1.41326950142684e-13
"8855",8855,-1.3962164757686e-13
"8856",8856,-1.21147536447097e-13
"8857",8857,-1.33475452912535e-13
"8858",8858,-1.28785870856518e-13
"8859",8859,-1.29602995002642e-13
"8860",8860,-1.35322864025511e-13
"8861",8861,-1.32942545860715e-13
"8862",8862,-1.51736401221569e-13
"8863",8863,-1.34718902700115e-13
"8864",8864,-1.57349688834074e-13
"8865",8865,-1.31130661884526e-13
"8866",8866,-1.30029320644098e-13
"8867",8867,-1.49604773014289e-13
"8868",8868,-1.2821743666791e-13
"8869",8869,-1.39372957619344e-13
"8870",8870,-1.59658952725295e-13
"8871",8871,-1.4050982599656e-13
"8872",8872,-1.45874423651549e-13
"8873",8873,-1.35713662530179e-13
"8874",8874,-1.06830100321531e-13
"8875",8875,-1.34150468511507e-13
"8876",8876,-1.29141142224398e-13
"8877",8877,-1.45590206557245e-13
"8878",8878,-1.28608235172578e-13
"8879",8879,-1.36033406761271e-13
"8880",8880,-1.48787648868165e-13
"8881",8881,-1.56639146098314e-13
"8882",8882,-1.48254741816345e-13
"8883",8883,-1.30206956328038e-13
"8884",8884,-1.45554679420457e-13
"8885",8885,-1.32018840304227e-13
"8886",8886,-1.53370649513818e-13
"8887",8887,-1.68967062563752e-13
"8888",8888,-1.51878509768721e-13
"8889",8889,-1.69322333931632e-13
"8890",8890,-1.66906488630048e-13
"8891",8891,-8.93152218850446e-14
"8892",8892,-1.68149938417628e-13
"8893",8893,-1.67155178587564e-13
"8894",8894,-1.64703806149191e-13
"8895",8895,-1.5848655721129e-13
"8896",8896,-1.7344348179904e-13
"8897",8897,-1.40474298859772e-13
"8898",8898,-1.37099220864911e-13
"8899",8899,-1.48077106132405e-13
"8900",8900,-1.53086432419514e-13
"8901",8901,-1.25481847135234e-13
"8902",8902,-1.37845290737459e-13
"8903",8903,-1.45377043736517e-13
"8904",8904,-1.5599965763613e-13
"8905",8905,1.19999999999984
"8906",8906,-1.22923893286497e-13
"8907",8907,-1.23563381748681e-13
"8908",8908,-1.36743949497031e-13
"8909",8909,-1.23847598842985e-13
"8910",8910,-1.25659482819174e-13
"8911",8911,-1.15996101612836e-13
"8912",8912,-1.21964660593221e-13
"8913",8913,-1.17630349905085e-13
"8914",8914,-1.42215128562384e-13
"8915",8915,-1.40438771722984e-13
"8916",8916,-1.40971678774804e-13
"8917",8917,-1.31805677483499e-13
"8918",8918,-1.38449252062856e-13
"8919",8919,-1.39159794798616e-13
"8920",8920,-1.20188303753821e-13
"8921",8921,-1.21715970635705e-13
"8922",8922,-1.1272760502834e-13
"8923",8923,-1.13580256311252e-13
"8924",8924,-1.3962164757686e-13
"8925",8925,-1.4228618283596e-13
"8926",8926,-1.23066001833649e-13
"8927",8927,-1.21964660593221e-13
"8928",8928,-1.19264598197333e-13
"8929",8929,-1.27649002479302e-13
"8930",8930,-1.29674049276218e-13
"8931",8931,-1.31770150346711e-13
"8932",8932,-1.21396226404613e-13
"8933",8933,-1.20721210805641e-13
"8934",8934,-1.41646694373776e-13
"8935",8935,-1.39372957619344e-13
"8936",8936,1.59999999999993
"8937",8937,-1.22355459097889e-13
"8938",8938,-5.74829073229921e-14
"8939",8939,-1.1681322575896e-13
"8940",8940,-1.09068309939175e-13
"8941",8941,-1.16031628749624e-13
"8942",8942,-1.1663559007502e-13
"8943",8943,-6.02895511292445e-14
"8944",8944,-1.62536650805123e-13
"8945",8945,-1.48254741816345e-13
"8946",8946,-1.47686307627737e-13
"8947",8947,-1.65343294611375e-13
"8948",8948,-1.5795365015947e-13
"8949",8949,-1.38662414883584e-13
"8950",8950,-1.51025858485809e-13
"8951",8951,-1.64561697602039e-13
"8952",8952,-1.47792889038101e-13
"8953",8953,-1.65201186064223e-13
"8954",8954,-1.54258827933518e-13
"8955",8955,-1.34505739879387e-13
"8956",8956,-1.71702652096428e-13
"8957",8957,-1.75965908510989e-13
"8958",8958,-1.71169745044608e-13
"8959",8959,-1.76960668341053e-13
"8960",8960,-1.76214598468505e-13
"8961",8961,-1.74580350176257e-13
"8962",8962,-1.58522084348078e-13
"8963",8963,-1.54116719386366e-13
"8964",8964,-1.65734093116043e-13
"8965",8965,-1.75433001459169e-13
"8966",8966,-1.67510449955444e-13
"8967",8967,-1.55715440541826e-13
"8968",8968,-1.48148160405981e-13
"8969",8969,-1.86517468137026e-13
"8970",8970,-1.80762071977369e-13
"8971",8971,-1.76747505520325e-13
"8972",8972,-1.67155178587564e-13
"8973",8973,-1.67901248460112e-13
"8974",8974,-1.49569245877501e-13
"8975",8975,-1.49498191603925e-13
"8976",8976,-1.75468528595957e-13
"8977",8977,-1.7344348179904e-13
"8978",8978,-1.71915814917156e-13
"8979",8979,-1.68185465554416e-13
"8980",8980,-1.65449876021739e-13
"8981",8981,-1.64384061918099e-13
"8982",8982,-1.62145852300455e-13
"8983",8983,-1.42499345656688e-13
"8984",8984,-1.42179601425596e-13
"8985",8985,-1.62856395036215e-13
"8986",8986,-1.60191859777115e-13
"8987",8987,-1.65449876021739e-13
"8988",8988,-1.45874423651549e-13
"8989",8989,-1.33688615733263e-13
"8990",8990,-1.31805677483499e-13
"8991",8991,-1.34328104195447e-13
"8992",8992,-1.2875034371973e-13
"8993",8993,-1.25233157177718e-13
"8994",8994,-1.06759046047955e-13
"8995",8995,-8.28848101264157e-14
"8996",8996,-9.16955400498409e-14
"8997",8997,-8.19611045699276e-14
"8998",8998,-1.0007994433181e-13
"8999",8999,-1.14432907594164e-13
"9000",9000,-1.29354305045126e-13
"9001",9001,-1.29318777908338e-13
"9002",9002,-1.2999379350731e-13
"9003",9003,-1.29674049276218e-13
"9004",9004,-1.30633281969494e-13
"9005",9005,-1.24202870210866e-13
"9006",9006,-1.29709576413006e-13
"9007",9007,-1.22639676192193e-13
"9008",9008,-1.06972208868683e-13
"9009",9009,-1.2626344414457e-13
"9010",9010,-6.10000938650046e-14
"9011",9011,-8.31335000839317e-14
"9012",9012,-8.33111357678717e-14
"9013",9013,-8.43414227347239e-14
"9014",9014,-8.27782287160517e-14
"9015",9015,-7.34701188775944e-14
"9016",9016,-7.54951656745106e-14
"9017",9017,-7.75557396082149e-14
"9018",9018,-8.22808488010196e-14
"9019",9019,-7.48912043491146e-14
"9020",9020,-7.69162511460308e-14
"9021",9021,-8.5371709701576e-14
"9022",9022,-9.28679355638451e-14
"9023",9023,-7.59925455895427e-14
"9024",9024,-7.71294139667589e-14
"9025",9025,-7.8230755207187e-14
"9026",9026,-7.0592420797766e-14
"9027",9027,-6.07514039074886e-14
"9028",9028,-7.87281351222191e-14
"9029",9029,-7.84794451647031e-14
"9030",9030,-6.88871182319417e-14
"9031",9031,-1.07505115920503e-13
"9032",9032,-6.84252654536977e-14
"9033",9033,-6.78923584018776e-14
"9034",9034,-1.02602371043758e-13
"9035",9035,-1.17488241357933e-13
"9036",9036,-1.21573862088553e-13
"9037",9037,-1.36530786676303e-13
"9038",9038,-1.37276856548851e-13
"9039",9039,-1.44986245231848e-13
"9040",9040,-1.45199408052576e-13
"9041",9041,-1.47295509123069e-13
"9042",9042,-1.34932065520843e-13
"9043",9043,-1.3944401189292e-13
"9044",9044,-1.5475620784855e-13
"9045",9045,-1.44915190958272e-13
"9046",9046,-1.38697942020372e-13
"9047",9047,-1.35287336888723e-13
"9048",9048,-1.46087586472277e-13
"9049",9049,-1.36672895223455e-13
"9050",9050,-1.64597224738827e-13
"9051",9051,-1.46442857840157e-13
"9052",9052,-1.35287336888723e-13
"9053",9053,-1.24380505894806e-13
"9054",9054,-1.24771304399474e-13
"9055",9055,-1.34541267016175e-13
"9056",9056,-1.45377043736517e-13
"9057",9057,-1.2892797940367e-13
"9058",9058,-1.29034560814034e-13
"9059",9059,-1.38626887746796e-13
"9060",9060,-1.33724142870051e-13
"9061",9061,-1.29780630686582e-13
"9062",9062,-1.75930381374201e-13
"9063",9063,-1.5617729332007e-13
"9064",9064,-1.56248347593646e-13
"9065",9065,-1.75077730091289e-13
"9066",9066,-1.68540736922296e-13
"9067",9067,-1.61683999522211e-13
"9068",9068,-1.68789426879812e-13
"9069",9069,-1.68718372606236e-13
"9070",9070,-1.5937473563099e-13
"9071",9071,-1.61186619607179e-13
"9072",9072,-1.61897162342939e-13
"9073",9073,-1.7166712495964e-13
"9074",9074,-1.51842982631933e-13
"9075",9075,-1.43458578349964e-13
"9076",9076,-1.43032252708508e-13
"9077",9077,-1.62323487984395e-13
"9078",9078,-1.48006051858829e-13
"9079",9079,-1.51167967032961e-13
"9080",9080,-1.63673519182339e-13
"9081",9081,-1.29496413592278e-13
"9082",9082,-1.19726450975577e-13
"9083",9083,-8.09663447398634e-14
"9084",9084,-1.45270462326152e-13
"9085",9085,-1.97530880541308e-14
"9086",9086,5.46666666666651
"9087",9087,-1.42676981340628e-13
"9088",9088,-1.62856395036215e-13
"9089",9089,-1.61826108069363e-13
"9090",9090,-1.46513912113733e-13
"9091",9091,-1.37383437959215e-13
"9092",9092,-1.36495259539515e-13
"9093",9093,-1.59694479862083e-13
"9094",9094,-1.2839507235185e-13
"9095",9095,1.19999999999987
"9096",9096,1.1999999999999
"9097",9097,-1.08180131519475e-13
"9098",9098,-1.36992639454547e-13
"9099",9099,-1.17381659947569e-13
"9100",9100,-1.19904086659517e-13
"9101",9101,-1.19015908239817e-13
"9102",9102,-1.1556977597138e-13
"9103",9103,-1.2803980098397e-13
"9104",9104,-1.28146382394334e-13
"9105",9105,-1.35962352487695e-13
"9106",9106,-1.51345602716901e-13
"9107",9107,-1.2981615782337e-13
"9108",9108,-1.40936151638016e-13
"9109",9109,-1.54898316395702e-13
"9110",9110,-1.40403244586196e-13
"9111",9111,-1.47970524722041e-13
"9112",9112,-1.41859857194504e-13
"9113",9113,-1.39692701850436e-13
"9114",9114,-1.59516844178142e-13
"9115",9115,-1.52944323872362e-13
"9116",9116,-1.53725920881698e-13
"9117",9117,-1.42321709972748e-13
"9118",9118,-1.57633905928378e-13
"9119",9119,-1.57562851654802e-13
"9120",9120,-1.43920431128208e-13
"9121",9121,-7.75202124714269e-14
"9122",9122,-6.3913319081621e-14
"9123",9123,-7.13384906703141e-14
"9124",9124,-1.58948409989534e-13
"9125",9125,-1.30810917653434e-13
"9126",9126,-1.44630973863968e-13
"9127",9127,-9.954703727999e-14
"9128",9128,-1.64490643328463e-13
"9129",9129,-1.69642078162724e-13
"9130",9130,-1.52553525367694e-13
"9131",9131,-1.67013070040412e-13
"9132",9132,-1.61577418111847e-13
"9133",9133,-1.61790580932575e-13
"9134",9134,-1.50421897160413e-13
"9135",9135,-1.5848655721129e-13
"9136",9136,-1.41078260185168e-13
"9137",9137,-1.51025858485809e-13
"9138",9138,-1.3997691894474e-13
"9139",9139,-1.66338054441439e-13
"9140",9140,-1.46194167882641e-13
"9141",9141,-1.73763226030132e-13
"9142",9142,-1.62998503583367e-13
"9143",9143,-1.57314161697286e-13
"9144",9144,-1.64170899097371e-13
"9145",9145,-1.59658952725295e-13
"9146",9146,-1.79625203600153e-13
"9147",9147,-1.46727074934461e-13
"9148",9148,-1.51096912759385e-13
"9149",9149,-1.46869183481613e-13
"9150",9150,-1.61293201017543e-13
"9151",9151,-1.53228540966666e-13
"9152",9152,-1.51096912759385e-13
"9153",9153,-1.56212820456858e-13
"9154",9154,-1.679367755969e-13
"9155",9155,-1.6935786106842e-13
"9156",9156,-1.49782408698229e-13
"9157",9157,-1.60049751229963e-13
"9158",9158,-1.60227386913903e-13
"9159",9159,-1.59516844178142e-13
"9160",9160,-1.67865721323324e-13
"9161",9161,-1.49533718740713e-13
"9162",9162,-1.59801061272447e-13
"9163",9163,-1.73692171756556e-13
"9164",9164,-1.73479008935828e-13
"9165",9165,-1.67794667049748e-13
"9166",9166,-1.65094604653859e-13
"9167",9167,-1.71951342053944e-13
"9168",9168,-1.72697411926492e-13
"9169",9169,-1.7220003201146e-13
"9170",9170,-1.62785340762639e-13
"9171",9171,-1.46727074934461e-13
"9172",9172,-1.56283874730434e-13
"9173",9173,-1.2999379350731e-13
"9174",9174,-1.30206956328038e-13
"9175",9175,-1.30846444790222e-13
"9176",9176,-1.08855147118447e-13
"9177",9177,-1.1503686891956e-13
"9178",9178,-9.85167503131379e-14
"9179",9179,1.19999999999989
"9180",9180,-1.16422427254292e-13
"9181",9181,-1.13296039216948e-13
"9182",9182,-1.04023456515279e-13
"9183",9183,-9.1944230007357e-14
"9184",9184,-1.14361853320588e-13
"9185",9185,-9.46798195400333e-14
"9186",9186,-9.13047415451729e-14
"9187",9187,-8.19966317067156e-14
"9188",9188,-8.5300655428e-14
"9189",9189,-1.09814379811723e-13
"9190",9190,-1.21112009310309e-13
"9191",9191,-1.15285558877076e-13
"9192",9192,-1.1574741165532e-13
"9193",9193,-1.21538334951765e-13
"9194",9194,-9.07718344933528e-14
"9195",9195,2.79999999999997
"9196",9196,0.799999999999982
"9197",9197,0.399999999999981
"9198",9198,0.399999999999991
"9199",9199,0.9
"9200",9200,-1.77635683940025e-16
"9201",9201,-7.105427357601e-17
"9202",9202,-9.84101689027739e-15
"9203",9203,-1.89359639080067e-14
"9204",9204,1.89999999999998
"9205",9205,-1.90425453183707e-14
"9206",9206,-4.30588897870621e-14
"9207",9207,-4.49418280368263e-14
"9208",9208,-4.32365254710021e-14
"9209",9209,-5.35749222763116e-14
"9210",9210,1.19999999999991
"9211",9211,-8.75388650456443e-14
"9212",9212,-7.85504994382791e-14
"9213",9213,-7.88702436693711e-14
"9214",9214,0.299999999999882
"9215",9215,-1.41682221510564e-13
"9216",9216,-1.49675827287865e-13
"9217",9217,-1.3052670055913e-13
"9218",9218,-1.51274548443325e-13
"9219",9219,-1.4175327578414e-13
"9220",9220,-1.1326051208016e-13
"9221",9221,-1.05480069123587e-13
"9222",9222,-1.00577324246842e-13
"9223",9223,-1.28785870856518e-13
"9224",9224,-1.30739863379858e-13
"9225",9225,-1.28359545215062e-13
"9226",9226,1.19999999999987
"9227",9227,-1.2857270803579e-13
"9228",9228,-1.20827792216005e-13
"9229",9229,-1.08926201392023e-13
"9230",9230,-1.43991485401784e-13
"9231",9231,-1.15321086013864e-13
"9232",9232,-9.08428887669288e-14
"9233",9233,-1.23527854611893e-13
"9234",9234,-9.9227293048898e-14
"9235",9235,-5.80868686483882e-14
"9236",9236,-6.3948846218409e-14
"9237",9237,-1.36815003770607e-13
"9238",9238,-2.96651592179842e-14
"9239",9239,-1.09032782802387e-13
"9240",9240,-1.22675203328981e-13
"9241",9241,0.299999999999858
"9242",9242,-1.51345602716901e-13
"9243",9243,-9.9618091553566e-14
"9244",9244,-8.70059579938243e-14
"9245",9245,-5.14432940690313e-14
"9246",9246,-2.58282284448796e-14
"9247",9247,-5.23669996255194e-14
"9248",9248,-5.12656583850912e-14
"9249",9249,-7.49267314859026e-14
"9250",9250,-9.65627577897976e-14
"9251",9251,-7.35056460143824e-14
"9252",9252,1.19999999999994
"9253",9253,-7.72715225139109e-14
"9254",9254,-8.07887090559234e-14
"9255",9255,-8.37729885461158e-14
"9256",9256,-9.72377733887697e-14
"9257",9257,-1.35216282615147e-13
"9258",9258,-1.40794043090864e-13
"9259",9259,1.19999999999987
"9260",9260,-7.61346541366947e-14
"9261",9261,-1.12336806523672e-13
"9262",9262,-1.40545353133348e-13
"9263",9263,-1.41611167236988e-13
"9264",9264,-1.11626263787912e-13
"9265",9265,-5.08393327436352e-14
